idx,batch_idx,sample_idx,step,value
0,0,0,0,0.00017144167213700712
0,0,0,1,0.0001589739549672231
0,0,0,2,0.00017427296552341431
0,0,0,3,0.00016913851140998304
0,0,0,4,0.00017401485820300877
0,0,0,5,0.00017267533985432237
0,0,0,6,0.0001578207011334598
0,0,0,7,0.00015796476509422064
0,0,0,8,0.0001773563417373225
0,0,0,9,0.00020146757015027106
0,0,0,10,0.0002050748880719766
0,0,0,11,0.0001748025679262355
0,0,0,12,0.00018575371359474957
0,0,0,13,0.0001980100350920111
0,0,0,14,0.00023440185759682208
0,0,0,15,0.0003045884077437222
0,0,0,16,0.0002694503345992416
0,0,0,17,0.0002522991562727839
0,0,0,18,0.00025163867394439876
0,0,0,19,0.00024713471066206694
0,0,0,20,0.00024403799034189433
0,0,0,21,0.00023076587240211666
0,0,0,22,0.00021648299298249185
0,0,0,23,0.00021201530762482435
0,0,0,24,0.0002121222933055833
0,0,0,25,0.00023445244005415589
0,0,0,26,0.00024920489522628486
0,0,0,27,0.0002544971357565373
0,0,0,28,0.0002612583339214325
0,0,0,29,0.0003128062526229769
0,0,0,30,0.0003464519395492971
0,0,0,31,0.0003304933197796345
0,0,0,32,0.00031023696647025645
0,0,0,33,0.0003097071894444525
0,0,0,34,0.0003118056047242135
0,0,0,35,0.0003038269351236522
0,0,0,36,0.00028217301587574184
0,0,0,37,0.00024822857812978327
0,0,0,38,0.00024338164075743407
0,0,0,39,0.00027156693977303803
0,0,0,40,0.0003170402196701616
0,0,0,41,0.0003553549759089947
0,0,0,42,0.0004115845658816397
0,0,0,43,0.00045366224367171526
0,0,0,44,0.0004696670512203127
0,0,0,45,0.0004411096451804042
0,0,0,46,0.0004543706600088626
0,0,0,47,0.0004857934545725584
0,0,0,48,0.0004944814136251807
0,0,0,49,0.0005102269933559
0,0,0,50,0.00053694675443694
0,0,0,51,0.0005726857925765216
0,0,0,52,0.0006559713510796428
0,0,0,53,0.0006628448027186096
0,0,0,54,0.0006169374100863934
0,0,0,55,0.0006194833549670875
0,0,0,56,0.000606636400334537
0,0,0,57,0.0005957712419331074
0,0,0,58,0.0005932910717092454
0,0,0,59,0.0005995990359224379
0,0,0,60,0.0006590139237232506
0,0,0,61,0.0006324257119558752
